"","Gen","ARD_Pleiotropy","ARC_Pleiotropy","iARD_Interactor","iARC_Interactor","GenAge"
"2492","ZNRD2-DT",1,1,0,0,"NotAge"
"2493","ZPR1",4,2,0,0,"NotAge"
"2494","ZSCAN12",9,5,0,0,"NotAge"
"2495","ZSCAN12P1",9,5,0,0,"NotAge"
"2496","ZSCAN16",9,5,0,0,"NotAge"
"2497","ZSCAN16-AS1",10,6,0,0,"NotAge"
"2498","ZSCAN23",8,4,0,0,"NotAge"
"2499","ZSCAN26",9,5,0,0,"NotAge"
"2500","ZSCAN31",10,6,0,0,"NotAge"
"2501","ZSCAN9",8,5,0,0,"NotAge"
"2502","ZSWIM8",3,1,0,0,"NotAge"
"2503","ZSWIM8-AS1",3,1,1,1,"NotAge"
"2504","A1CF",0,0,2,2,"NotAge"
"2505","AATF",0,0,6,3,"NotAge"
"2506","ABCB9",0,0,6,3,"NotAge"
"2507","ABCC2",0,0,4,3,"NotAge"
"2508","ABCG4",0,0,21,7,"NotAge"
"2509","ABHD8",0,0,1,1,"NotAge"
"2510","ABI1",0,0,6,3,"NotAge"
"2511","ABLIM2",0,0,25,8,"NotAge"
"2512","ACAA1",0,0,1,1,"NotAge"
"2513","ACBD6",0,0,7,3,"NotAge"
"2514","ACIN1",0,0,11,4,"NotAge"
"2515","ACTBP1",0,0,3,1,"NotAge"
"2516","ACTBP14",0,0,3,1,"NotAge"
"2517","ACTG1P14",0,0,3,1,"NotAge"
"2518","ACTG1P21",0,0,3,1,"NotAge"
"2519","ACTG1P23",0,0,3,1,"NotAge"
"2520","ACTN2",0,0,8,3,"NotAge"
"2521","ACTR1A",0,0,1,1,"NotAge"
"2522","ACTR3",0,0,2,2,"NotAge"
"2523","ADAM11",0,0,17,7,"NotAge"
"2524","ADAM22",0,0,8,3,"NotAge"
"2525","ADCY1",0,0,6,3,"NotAge"
"2526","ADCY5",0,0,21,7,"Age"
"2527","ADCY7",0,0,2,1,"NotAge"
"2528","ADD1",0,0,4,3,"NotAge"
"2529","ADGRA1-AS1",0,0,16,7,"NotAge"
"2530","ADGRB2",0,0,20,7,"NotAge"
"2531","ADORA1",0,0,22,7,"NotAge"
"2532","ADPGK",0,0,2,2,"NotAge"
"2533","ADRA1B",0,0,13,4,"NotAge"
"2534","AFP",0,0,13,7,"NotAge"
"2535","AHSG",0,0,13,6,"NotAge"
"2536","AIDAP1",0,0,5,1,"NotAge"
"2537","AKAP6",0,0,4,2,"NotAge"
"2538","AKAP8",0,0,1,1,"NotAge"
"2539","AKIRIN1",0,0,2,2,"NotAge"
"2540","AKT1",0,0,1,1,"Age"
"2541","AKT2",0,0,3,2,"NotAge"
"2542","ALB",0,0,13,7,"NotAge"
"2543","ALDOC",0,0,21,6,"NotAge"
"2544","AMBP",0,0,8,4,"NotAge"
"2545","AMPH",0,0,8,3,"NotAge"
"2546","ANAPC4",0,0,4,3,"NotAge"
"2547","ANGEL2",0,0,7,3,"NotAge"
"2548","ANK2",0,0,4,2,"NotAge"
"2549","ANK3",0,0,8,3,"NotAge"
"2550","ANKRD11",0,0,2,1,"NotAge"
"2551","ANKRD30BP2",0,0,12,6,"NotAge"
"2552","ANKRD34A",0,0,23,8,"NotAge"
"2553","ANKRD34C",0,0,18,5,"NotAge"
"2554","ANKRD52",0,0,4,1,"NotAge"
"2555","ANO3",0,0,18,5,"NotAge"
"2556","ANP32A",0,0,3,3,"NotAge"
"2557","ANXA11",0,0,2,1,"NotAge"
"2558","ANXA7",0,0,1,1,"NotAge"
"2559","AP1G2-AS1",0,0,1,1,"NotAge"
"2560","AP1M1",0,0,1,1,"NotAge"
"2561","AP2M1",0,0,1,1,"NotAge"
"2562","AP3B2",0,0,19,6,"NotAge"
"2563","APBB1",0,0,21,7,"NotAge"
"2564","APC2",0,0,16,7,"NotAge"
"2565","APLNR",0,0,23,6,"NotAge"
"2566","APLP1",0,0,21,7,"NotAge"
"2567","APOA2",0,0,8,4,"NotAge"
"2568","APOH",0,0,13,7,"NotAge"
"2569","AQP4",0,0,2,1,"NotAge"
"2570","AQP7",0,0,13,4,"NotAge"
"2571","ARAF",0,0,6,3,"NotAge"
"2572","ARF1",0,0,4,3,"NotAge"
"2573","ARGLU1",0,0,7,3,"NotAge"
"2574","ARHGAP39",0,0,9,3,"NotAge"
"2575","ARHGAP6",0,0,3,1,"NotAge"
"2576","ARHGDIA",0,0,3,2,"NotAge"
"2577","ARHGDIG",0,0,16,7,"NotAge"
"2578","ARHGEF1",0,0,2,1,"NotAge"
"2579","ARHGEF2",0,0,1,1,"NotAge"
"2580","ARHGEF25",0,0,18,6,"NotAge"
"2581","ARHGEF4",0,0,22,7,"NotAge"
"2582","ARHGEF7-AS1",0,0,7,3,"NotAge"
"2583","ARID1A",0,0,2,2,"NotAge"
"2584","ARID4B",0,0,2,1,"NotAge"
"2585","ARNT",0,0,2,1,"NotAge"
"2586","ARNT2",0,0,25,6,"NotAge"
"2587","ARPC2",0,0,1,1,"NotAge"
"2588","ARPC3",0,0,3,3,"NotAge"
"2589","ARPC4-TTLL3",0,0,6,2,"NotAge"
"2590","ASIC2",0,0,22,7,"NotAge"
"2591","ASPA",0,0,25,6,"NotAge"
"2592","ASPHD1",0,0,17,7,"NotAge"
"2593","ASTN1",0,0,18,5,"NotAge"
"2594","ATCAY",0,0,8,3,"NotAge"
"2595","ATF6-DT",0,0,1,1,"NotAge"
"2596","ATF7",0,0,1,1,"NotAge"
"2597","ATG10",0,0,9,3,"NotAge"
"2598","ATG4B",0,0,2,2,"NotAge"
"2599","ATP1A2",0,0,18,4,"NotAge"
"2600","ATP1A3",0,0,25,8,"NotAge"
"2601","ATP1B2",0,0,9,3,"NotAge"
"2602","ATP2B2",0,0,20,5,"NotAge"
"2603","ATP2B3",0,0,22,7,"NotAge"
"2604","ATP5MC2",0,0,5,3,"NotAge"
"2605","ATP6V0E2",0,0,17,7,"NotAge"
"2606","ATP6V1C2",0,0,3,1,"NotAge"
"2607","ATP8A2",0,0,5,2,"NotAge"
"2608","ATP9B",0,0,1,1,"NotAge"
"2609","ATRAID",0,0,1,1,"NotAge"
"2610","ATXN2L",0,0,9,3,"NotAge"
"2611","ATXN7L3",0,0,2,2,"NotAge"
"2612","ATXN7L3-AS1",0,0,1,1,"NotAge"
"2613","AUP1",0,0,13,5,"NotAge"
"2614","AVPR1B-DT",0,0,22,7,"NotAge"
"2615","B3GAT1",0,0,25,8,"NotAge"
"2616","B3GAT3",0,0,3,3,"NotAge"
"2617","B4GALNT1",0,0,18,6,"NotAge"
"2618","B4GAT1",0,0,27,8,"NotAge"
"2619","BABAM1",0,0,2,1,"NotAge"
"2620","BANF1",0,0,1,1,"NotAge"
"2621","BANF1P3",0,0,1,1,"NotAge"
"2622","BARHL1",0,0,13,7,"NotAge"
"2623","BARHL2",0,0,18,7,"NotAge"
"2624","BARX1",0,0,5,2,"NotAge"
"2625","BCAN",0,0,5,2,"NotAge"
"2626","BCAS1",0,0,29,8,"NotAge"
"2627","BCAS2P3",0,0,22,7,"NotAge"
"2628","BCKDHA",0,0,1,1,"NotAge"
"2629","BCL2L12",0,0,1,1,"NotAge"
"2630","BCL2L2-PABPN1",0,0,4,2,"NotAge"
"2631","BCLAF1",0,0,1,1,"NotAge"
"2632","BCLAF1P2",0,0,1,1,"NotAge"
"2633","BICD1P1",0,0,3,1,"NotAge"
"2634","BICRAL",0,0,1,1,"NotAge"
"2635","BLTP2",0,0,6,3,"NotAge"
"2636","BMS1P4-AGAP5",0,0,3,1,"NotAge"
"2637","BNIP2",0,0,2,2,"NotAge"
"2638","BORCS6",0,0,1,1,"NotAge"
"2639","BORCS8",0,0,1,1,"NotAge"
"2640","BPIFB2",0,0,8,4,"NotAge"
"2641","BRINP1",0,0,9,3,"NotAge"
"2642","BRK1",0,0,1,1,"NotAge"
"2643","BRSK1",0,0,26,8,"NotAge"
"2644","BRSK2",0,0,21,7,"NotAge"
"2645","BSN",0,0,16,4,"NotAge"
"2646","BTBD2",0,0,2,2,"NotAge"
"2647","BTBD9-AS1",0,0,2,1,"NotAge"
"2648","BTF3",0,0,9,3,"NotAge"
"2649","BTF3P13",0,0,17,7,"NotAge"
"2650","C10orf55",0,0,8,4,"NotAge"
"2651","C16orf89",0,0,12,4,"NotAge"
"2652","C16orf92",0,0,12,6,"NotAge"
"2653","C19orf47",0,0,1,1,"NotAge"
"2654","C1orf115",0,0,20,5,"NotAge"
"2655","C1orf122",0,0,5,2,"NotAge"
"2656","C1QL2",0,0,13,7,"NotAge"
"2657","C1QL3",0,0,3,1,"NotAge"
"2658","C2orf49",0,0,2,1,"NotAge"
"2659","C3",0,0,9,5,"NotAge"
"2660","C4BPB",0,0,13,7,"NotAge"
"2661","C4orf50",0,0,1,1,"NotAge"
"2662","CA10",0,0,29,8,"NotAge"
"2663","CA11",0,0,21,7,"NotAge"
"2664","CA9",0,0,13,6,"NotAge"
"2665","CABP1",0,0,20,7,"NotAge"
"2666","CABP5",0,0,6,2,"NotAge"
"2667","CACNA1A",0,0,26,8,"Age"
"2668","CACNA1B",0,0,14,4,"NotAge"
"2669","CACNA1G",0,0,21,7,"NotAge"
"2670","CACNA1I",0,0,9,3,"NotAge"
"2671","CACNG2",0,0,11,3,"NotAge"
"2672","CACNG3",0,0,16,6,"NotAge"
"2673","CACNG7",0,0,19,7,"NotAge"
"2674","CACNG8",0,0,10,3,"NotAge"
"2675","CACTIN",0,0,8,2,"NotAge"
"2676","CADM3",0,0,25,8,"NotAge"
"2677","CADM4",0,0,26,8,"NotAge"
"2678","CADPS",0,0,7,3,"NotAge"
"2679","CADPS2",0,0,7,3,"NotAge"
"2680","CALY",0,0,16,7,"NotAge"
"2681","CAMK1G",0,0,21,7,"NotAge"
"2682","CAMK2A",0,0,21,5,"NotAge"
"2683","CAMK2B",0,0,22,7,"NotAge"
"2684","CAMK2N1",0,0,24,7,"NotAge"
"2685","CAMK2N2",0,0,19,7,"NotAge"
"2686","CAMSAP3",0,0,8,3,"NotAge"
"2687","CAPN10",0,0,4,3,"NotAge"
"2688","CAPNS1",0,0,2,2,"NotAge"
"2689","CAPZB",0,0,1,1,"NotAge"
"2690","CARNS1",0,0,20,7,"NotAge"
"2691","CARS2",0,0,8,3,"NotAge"
"2692","CARTPT",0,0,15,6,"NotAge"
"2693","CASKIN1",0,0,1,1,"NotAge"
"2694","CBLN1",0,0,26,8,"NotAge"
"2695","CBLN3",0,0,24,8,"NotAge"
"2696","CBLN4",0,0,23,6,"NotAge"
"2697","CBX7",0,0,1,1,"NotAge"
"2698","CC2D1B",0,0,5,4,"NotAge"
"2699","CCAR1",0,0,3,2,"NotAge"
"2700","CCAR2",0,0,4,2,"NotAge"
"2701","CCDC142",0,0,2,2,"NotAge"
"2702","CCDC22",0,0,2,2,"NotAge"
"2703","CCDC59",0,0,3,2,"NotAge"
"2704","CCDC92B",0,0,13,4,"NotAge"
"2705","CCKBR",0,0,18,7,"NotAge"
"2706","CCM2L",0,0,8,3,"NotAge"
"2707","CCN5",0,0,9,5,"NotAge"
"2708","CCNG1P1",0,0,2,1,"NotAge"
"2709","CCNK",0,0,3,2,"NotAge"
"2710","CCNT2-AS1",0,0,21,6,"NotAge"
"2711","CCT4",0,0,4,1,"NotAge"
"2712","CCZ1",0,0,1,1,"NotAge"
"2713","CD226",0,0,6,2,"NotAge"
"2714","CD44-AS1",0,0,3,1,"NotAge"
"2715","CDC27P1",0,0,1,1,"NotAge"
"2716","CDC42",0,0,4,3,"Age"
"2717","CDC42P6",0,0,4,3,"NotAge"
"2718","CDCA7L",0,0,1,1,"NotAge"
"2719","CDH15",0,0,17,7,"NotAge"
"2720","CDH18",0,0,4,1,"NotAge"
"2721","CDH22",0,0,21,7,"NotAge"
"2722","CDH23-AS1",0,0,16,7,"NotAge"
"2723","CDK12",0,0,5,3,"NotAge"
"2724","CDK13",0,0,2,2,"NotAge"
"2725","CDK5R2",0,0,18,7,"NotAge"
"2726","CDPF1",0,0,2,1,"NotAge"
"2727","CDV3",0,0,2,2,"NotAge"
"2728","CDY13P",0,0,6,3,"NotAge"
"2729","CEDORA",0,0,12,4,"NotAge"
"2730","CELF3",0,0,18,7,"NotAge"
"2731","CELF4",0,0,20,7,"NotAge"
"2732","CELF5",0,0,25,8,"NotAge"
"2733","CELSR1P1",0,0,18,4,"NotAge"
"2734","CELSR2",0,0,4,2,"NotAge"
"2735","CENPT",0,0,6,3,"NotAge"
"2736","CEP170B",0,0,9,3,"NotAge"
"2737","CEROX1",0,0,14,6,"NotAge"
"2738","CERS2",0,0,1,1,"NotAge"
"2739","CFL1",0,0,5,2,"NotAge"
"2740","CFL1P3",0,0,8,3,"NotAge"
"2741","CGA",0,0,7,3,"NotAge"
"2742","CGGBP1",0,0,1,1,"NotAge"
"2743","CHCHD2",0,0,1,1,"NotAge"
"2744","CHD5",0,0,14,4,"NotAge"
"2745","CHD8",0,0,6,2,"NotAge"
"2746","CHFR",0,0,1,1,"NotAge"
"2747","CHGA",0,0,20,7,"NotAge"
"2748","CHGB",0,0,29,8,"NotAge"
"2749","CHIC2",0,0,3,2,"NotAge"
"2750","CHKB",0,0,1,1,"NotAge"
"2751","CHL1",0,0,4,2,"NotAge"
"2752","CHMP1A",0,0,4,3,"NotAge"
"2753","CHMP4A",0,0,1,1,"NotAge"
"2754","CHN1",0,0,25,6,"NotAge"
"2755","CHRD",0,0,18,7,"NotAge"
"2756","CHRM1",0,0,21,7,"NotAge"
"2757","CHRNA2",0,0,9,3,"NotAge"
"2758","CHRNA4",0,0,20,7,"NotAge"
"2759","CHRNB2",0,0,14,4,"NotAge"
"2760","CHROMR",0,0,20,7,"NotAge"
"2761","CHST1",0,0,16,7,"NotAge"
"2762","CHST8",0,0,1,1,"NotAge"
"2763","CHTOP",0,0,3,2,"NotAge"
"2764","CIAO1",0,0,11,4,"NotAge"
"2765","CICP17",0,0,11,2,"NotAge"
"2766","CICP22",0,0,5,2,"NotAge"
"2767","CIDEB",0,0,1,1,"NotAge"
"2768","CIR1",0,0,4,2,"NotAge"
"2769","CIZ1",0,0,9,3,"NotAge"
"2770","CKMT1B",0,0,20,7,"NotAge"
"2771","CKS1BP2",0,0,4,2,"NotAge"
"2772","CLCA4",0,0,9,3,"NotAge"
"2773","CLCN4",0,0,4,2,"NotAge"
"2774","CLDN11",0,0,29,8,"NotAge"
"2775","CLDN3",0,0,5,2,"NotAge"
"2776","CLK1",0,0,1,1,"NotAge"
"2777","CLK3P2",0,0,3,2,"NotAge"
"2778","CLPP",0,0,2,1,"NotAge"
"2779","CLVS2",0,0,7,3,"NotAge"
"2780","CMTM7",0,0,1,1,"NotAge"
"2781","CMTR1",0,0,1,1,"NotAge"
"2782","CNDP1",0,0,9,3,"NotAge"
"2783","CNIH2",0,0,13,6,"NotAge"
"2784","CNN2P1",0,0,25,8,"NotAge"
"2785","CNOT11",0,0,1,1,"NotAge"
"2786","CNOT3",0,0,11,4,"NotAge"
"2787","CNTFR",0,0,19,7,"NotAge"
"2788","CNTN1",0,0,5,2,"NotAge"
"2789","CNTNAP1",0,0,16,5,"NotAge"
"2790","CNTNAP4",0,0,18,5,"NotAge"
"2791","COASY",0,0,1,1,"NotAge"
"2792","COBL",0,0,18,4,"NotAge"
"2793","COL12A1",0,0,1,1,"NotAge"
"2794","COL16A1",0,0,9,3,"NotAge"
"2795","COL26A1",0,0,2,1,"NotAge"
"2796","COL4A2",0,0,5,4,"NotAge"
"2797","COL5A3",0,0,7,2,"NotAge"
"2798","COL6A6",0,0,3,2,"NotAge"
"2799","COPE",0,0,6,3,"NotAge"
"2800","COPZ1",0,0,1,1,"NotAge"
"2801","COQ4",0,0,3,1,"NotAge"
"2802","CORO7",0,0,1,1,"NotAge"
"2803","COX6CP15",0,0,9,3,"NotAge"
"2804","COX7A1",0,0,4,2,"NotAge"
"2805","CPB2",0,0,2,1,"NotAge"
"2806","CPE",0,0,26,6,"NotAge"
"2807","CPLX1",0,0,16,7,"NotAge"
"2808","CPLX2",0,0,26,8,"NotAge"
"2809","CPN1",0,0,6,3,"NotAge"
"2810","CPNE5",0,0,8,3,"NotAge"
"2811","CPNE6",0,0,20,7,"NotAge"
"2812","CPNE9",0,0,15,6,"NotAge"
"2813","CPS1",0,0,2,2,"NotAge"
"2814","CPSF7",0,0,8,4,"NotAge"
"2815","CPTP",0,0,9,3,"NotAge"
"2816","CPZ",0,0,8,4,"NotAge"
"2817","CREG2",0,0,22,6,"NotAge"
"2818","CRIP1P3",0,0,5,1,"NotAge"
"2819","CRTAC1",0,0,18,7,"NotAge"
"2820","CRTAM",0,0,15,5,"NotAge"
"2821","CRTC2",0,0,3,2,"NotAge"
"2822","CRYM",0,0,10,4,"NotAge"
"2823","CS",0,0,7,3,"NotAge"
"2824","CSDE1",0,0,8,3,"NotAge"
"2825","CSE1L-DT",0,0,9,3,"NotAge"
"2826","CSNK1G2",0,0,3,2,"NotAge"
"2827","CST2",0,0,8,4,"NotAge"
"2828","CT47A12",0,0,1,1,"NotAge"
"2829","CT47A6",0,0,8,4,"NotAge"
"2830","CTBP1",0,0,7,4,"NotAge"
"2831","CTBP1-AS",0,0,4,3,"NotAge"
"2832","CTDSP1",0,0,5,2,"NotAge"
"2833","CTNNA2",0,0,11,4,"NotAge"
"2834","CTNND2",0,0,10,3,"NotAge"
"2835","CUL9",0,0,14,4,"NotAge"
"2836","CX3CL1",0,0,10,3,"NotAge"
"2837","CXXC1",0,0,2,1,"NotAge"
"2838","CYB561A3",0,0,1,1,"NotAge"
"2839","CYCSP12",0,0,25,6,"NotAge"
"2840","CYP1D1P",0,0,1,1,"NotAge"
"2841","CYP24A1",0,0,4,3,"NotAge"
"2842","CYP26B1",0,0,25,8,"NotAge"
"2843","D1071",0,0,31,8,"NotAge"
"2844","D1073",0,0,4,1,"NotAge"
"2845","D1074",0,0,2,2,"NotAge"
"2846","D1075",0,0,30,7,"NotAge"
"2847","D1076",0,0,7,3,"NotAge"
"2848","D1077",0,0,8,3,"NotAge"
"2849","D1082",0,0,9,3,"NotAge"
"2850","D1085",0,0,10,3,"NotAge"
"2851","D1089",0,0,1,1,"NotAge"
"2852","D1091",0,0,15,5,"NotAge"
"2853","D1092",0,0,15,5,"NotAge"
"2854","D1094",0,0,6,2,"NotAge"
"2855","D1095",0,0,1,1,"NotAge"
"2856","D1098",0,0,1,1,"NotAge"
"2857","D1111",0,0,8,3,"NotAge"
"2858","D1112",0,0,9,2,"NotAge"
"2859","D1153",0,0,14,6,"NotAge"
"2860","D1154",0,0,2,1,"NotAge"
"2861","D1155",0,0,7,3,"NotAge"
"2862","D1156",0,0,11,3,"NotAge"
"2863","D1158",0,0,1,1,"NotAge"
"2864","D1159",0,0,11,5,"NotAge"
"2865","D1182",0,0,13,3,"NotAge"
"2866","D1183",0,0,13,3,"NotAge"
"2867","D1218",0,0,2,2,"NotAge"
"2868","D1222",0,0,1,1,"NotAge"
"2869","D1245",0,0,24,6,"NotAge"
"2870","D1248",0,0,5,2,"NotAge"
"2871","D1249",0,0,24,6,"NotAge"
"2872","D1250",0,0,17,6,"NotAge"
"2873","D1251",0,0,26,6,"NotAge"
"2874","D1268",0,0,8,3,"NotAge"
"2875","D1269",0,0,14,6,"NotAge"
"2876","D1280",0,0,1,1,"NotAge"
"2877","D1284",0,0,12,6,"NotAge"
"2878","D1303",0,0,9,3,"NotAge"
"2879","D1304",0,0,1,1,"NotAge"
"2880","D1312",0,0,10,5,"NotAge"
"2881","D1319",0,0,10,3,"NotAge"
"2882","D1320",0,0,3,1,"NotAge"
"2883","D1321",0,0,17,5,"NotAge"
"2884","D1348",0,0,11,4,"NotAge"
"2885","D1351",0,0,3,1,"NotAge"
"2886","D1369",0,0,3,2,"NotAge"
"2887","D1416",0,0,14,6,"NotAge"
"2888","D1502",0,0,5,2,"NotAge"
"2889","D1504",0,0,1,1,"NotAge"
"2890","D1518",0,0,1,1,"NotAge"
"2891","D1523",0,0,9,3,"NotAge"
"2892","D1524",0,0,15,6,"NotAge"
"2893","D1525",0,0,10,4,"NotAge"
"2894","D1526",0,0,21,6,"NotAge"
"2895","D1532",0,0,6,1,"NotAge"
"2896","D1536",0,0,24,4,"NotAge"
"2897","D1537",0,0,1,1,"NotAge"
"2898","D1595",0,0,3,1,"NotAge"
"2899","D1597",0,0,1,1,"NotAge"
"2900","DAB2IP",0,0,20,7,"NotAge"
"2901","DAO",0,0,24,6,"NotAge"
"2902","DAP3",0,0,1,1,"NotAge"
"2903","DAP3P1",0,0,8,4,"NotAge"
"2904","DAZAP1",0,0,7,4,"NotAge"
"2905","DBNDD2",0,0,15,6,"NotAge"
"2906","DCAF1",0,0,1,1,"NotAge"
"2907","DCAF15",0,0,7,3,"NotAge"
"2908","DCAF8",0,0,8,3,"NotAge"
"2909","DCT",0,0,3,2,"NotAge"
"2910","DDA1",0,0,4,3,"NotAge"
"2911","DDOST",0,0,1,1,"NotAge"
"2912","DDX11L16",0,0,11,3,"NotAge"
"2913","DDX27",0,0,6,3,"NotAge"
"2914","DDX49",0,0,6,3,"NotAge"
"2915","DDX5",0,0,2,2,"NotAge"
"2916","DGCR5",0,0,8,3,"NotAge"
"2917","DGCR8",0,0,5,2,"NotAge"
"2918","DHFRP6",0,0,11,3,"NotAge"
"2919","DHRS2",0,0,17,7,"NotAge"
"2920","DHRS4",0,0,1,1,"NotAge"
"2921","DHRS4L1",0,0,11,5,"NotAge"
"2922","DHX15",0,0,6,2,"NotAge"
"2923","DHX37",0,0,5,2,"NotAge"
"2924","DHX8",0,0,5,2,"NotAge"
"2925","DHX9",0,0,6,2,"NotAge"
"2926","DIRAS2",0,0,23,6,"NotAge"
"2927","DIS3L2",0,0,9,4,"NotAge"
"2928","DKK3",0,0,28,7,"NotAge"
"2929","DLG2",0,0,2,2,"NotAge"
"2930","DLGAP1",0,0,18,5,"NotAge"
"2931","DLST",0,0,8,3,"NotAge"
"2932","DMRTC1",0,0,1,1,"NotAge"
"2933","DNAJC21",0,0,1,1,"NotAge"
"2934","DNAJC8",0,0,1,1,"NotAge"
"2935","DNM1",0,0,8,3,"NotAge"
"2936","DNPEP",0,0,4,2,"NotAge"
"2937","DPH1",0,0,2,2,"NotAge"
"2938","DPH7",0,0,6,2,"NotAge"
"2939","DPP3",0,0,3,2,"NotAge"
"2940","DPP6",0,0,16,4,"NotAge"
"2941","DPP9",0,0,6,3,"NotAge"
"2942","DPYSL4",0,0,4,2,"NotAge"
"2943","DRAXINP1",0,0,13,4,"NotAge"
"2944","DRG2",0,0,6,3,"NotAge"
"2945","DRP2",0,0,23,6,"NotAge"
"2946","DSCAM-AS1",0,0,8,4,"NotAge"
"2947","DTNA",0,0,17,5,"NotAge"
"2948","DUS1L",0,0,7,4,"NotAge"
"2949","DUS3L",0,0,5,2,"NotAge"
"2950","DUSP26",0,0,21,7,"NotAge"
"2951","DUSP9",0,0,9,5,"NotAge"
"2952","E2F6P3",0,0,4,1,"NotAge"
"2953","E4F1",0,0,11,4,"NotAge"
"2954","EDC4",0,0,6,4,"NotAge"
"2955","EDEM2",0,0,1,1,"NotAge"
"2956","EDF1",0,0,4,2,"NotAge"
"2957","EEF1A1",0,0,9,3,"Age"
"2958","EEF1A1P19",0,0,4,2,"NotAge"
"2959","EEF1A1P36",0,0,10,6,"NotAge"
"2960","EEF1A1P6",0,0,9,3,"NotAge"
"2961","EEF1A2",0,0,14,6,"NotAge"
"2962","EEF1B2",0,0,9,3,"NotAge"
"2963","EEF1B2P3",0,0,9,3,"NotAge"
"2964","EEF1G",0,0,9,3,"NotAge"
"2965","EEF2",0,0,9,3,"Age"
"2966","EFHD1",0,0,25,8,"NotAge"
"2967","EFHD2",0,0,3,1,"NotAge"
"2968","EIF1",0,0,2,2,"NotAge"
"2969","EIF2A",0,0,5,2,"NotAge"
"2970","EIF2AP4",0,0,3,2,"NotAge"
"2971","EIF2B1",0,0,8,4,"NotAge"
"2972","EIF2B5",0,0,1,1,"NotAge"
"2973","EIF2D",0,0,5,2,"NotAge"
"2974","EIF3B",0,0,5,2,"NotAge"
"2975","EIF3D",0,0,9,3,"NotAge"
"2976","EIF3E",0,0,1,1,"NotAge"
"2977","EIF3F",0,0,9,3,"NotAge"
"2978","EIF3FP3",0,0,4,2,"NotAge"
"2979","EIF3G",0,0,7,4,"NotAge"
"2980","EIF3H",0,0,4,2,"NotAge"
"2981","EIF3JP1",0,0,3,1,"NotAge"
"2982","EIF3L",0,0,9,3,"NotAge"
"2983","EIF3M",0,0,4,2,"NotAge"
"2984","EIF4A1",0,0,3,1,"NotAge"
"2985","EIF4A1P10",0,0,3,1,"NotAge"
"2986","EIF4A1P2",0,0,3,1,"NotAge"
"2987","EIF4B",0,0,4,2,"NotAge"
"2988","EIF4G1",0,0,3,2,"NotAge"
"2989","EIF4G2",0,0,3,2,"NotAge"
"2990","EIF4H",0,0,6,2,"NotAge"
"2991","EIF4HP1",0,0,5,2,"NotAge"
"2992","EIF5",0,0,1,1,"NotAge"
"2993","EIF5A",0,0,4,2,"NotAge"
"2994","EIF5AL1",0,0,4,2,"NotAge"
"2995","ELAC2",0,0,2,2,"NotAge"
"2996","ELAVL1",0,0,6,2,"NotAge"
"2997","ELF2",0,0,1,1,"NotAge"
"2998","ELFN2",0,0,17,5,"NotAge"
"2999","ELMOD1",0,0,20,5,"NotAge"
"3000","EMC10",0,0,1,1,"NotAge"
"3001","EMC7",0,0,3,2,"NotAge"
"3002","EML3",0,0,2,2,"NotAge"
"3003","EML4-AS1",0,0,19,6,"NotAge"
"3004","ENO2",0,0,13,4,"NotAge"
"3005","ENO3",0,0,3,1,"NotAge"
"3006","ENPP6",0,0,7,3,"NotAge"
"3007","ENSA",0,0,6,3,"NotAge"
"3008","ENTPD3-AS1",0,0,2,1,"NotAge"
"3009","ENTREP2",0,0,19,6,"NotAge"
"3010","EPB41L1",0,0,25,6,"NotAge"
"3011","ERH",0,0,2,2,"NotAge"
"3012","ERMN",0,0,17,5,"NotAge"
"3013","ERP44",0,0,1,1,"NotAge"
"3014","ESX1",0,0,1,1,"NotAge"
"3015","ETNPPL",0,0,20,5,"NotAge"
"3016","ETV1",0,0,6,3,"NotAge"
"3017","ETV4",0,0,6,3,"NotAge"
"3018","EXOSC10",0,0,6,3,"NotAge"
"3019","EXTL1",0,0,20,7,"NotAge"
"3020","F10",0,0,9,5,"NotAge"
"3021","F2RL3",0,0,3,1,"NotAge"
"3022","FA2H",0,0,19,7,"NotAge"
"3023","FABP1",0,0,8,4,"NotAge"
"3024","FADS6",0,0,21,7,"NotAge"
"3025","FAIM2",0,0,21,7,"NotAge"
"3026","FAM107A",0,0,8,3,"NotAge"
"3027","FAM120A",0,0,3,2,"NotAge"
"3028","FAM131B",0,0,26,7,"NotAge"
"3029","FAM131C2P",0,0,16,7,"NotAge"
"3030","FAM135B",0,0,3,1,"NotAge"
"3031","FAM13C",0,0,10,3,"NotAge"
"3032","FAM168B",0,0,3,1,"NotAge"
"3033","FAM193A",0,0,6,3,"NotAge"
"3034","FAM207BP",0,0,1,1,"NotAge"
"3035","FAM209A",0,0,5,3,"NotAge"
"3036","FAM218BP",0,0,1,1,"NotAge"
"3037","FAM230H",0,0,3,2,"NotAge"
"3038","FAM236D",0,0,20,6,"NotAge"
"3039","FAM245A",0,0,9,3,"NotAge"
"3040","FAT2",0,0,14,4,"NotAge"
"3041","FAU",0,0,11,4,"NotAge"
"3042","FAUP1",0,0,1,1,"NotAge"
"3043","FBL",0,0,6,3,"NotAge"
"3044","FBXL12",0,0,2,1,"NotAge"
"3045","FBXL16",0,0,18,7,"NotAge"
"3046","FBXL3",0,0,1,1,"NotAge"
"3047","FBXO2",0,0,19,7,"NotAge"
"3048","FCF1P1",0,0,5,2,"NotAge"
