"","Gen","ARD_Pleiotropy","ARC_Pleiotropy","iARD_Interactor","iARC_Interactor","GenAge"
"1611","PLA2G4E",1,1,3,2,"NotAge"
"1612","PLA2G4F",1,1,3,2,"NotAge"
"1613","PLB1",1,1,6,3,"NotAge"
"1614","PLCB1",1,1,20,4,"NotAge"
"1615","PLCB3",1,1,20,4,"NotAge"
"1616","PLCD3",1,1,13,4,"NotAge"
"1617","PLCE1",1,1,13,4,"NotAge"
"1618","PLCE1-AS1",1,1,0,0,"NotAge"
"1619","PLCH2",2,1,1,1,"NotAge"
"1620","PLEC",1,1,0,0,"NotAge"
"1621","PLEKHG1",1,1,0,0,"NotAge"
"1622","PLEKHG4",2,1,0,0,"NotAge"
"1623","PLEKHH2",6,3,0,0,"NotAge"
"1624","PLEKHM1",3,2,0,0,"NotAge"
"1625","PLG",5,1,0,0,"NotAge"
"1626","PLGRKT",2,1,0,0,"NotAge"
"1627","PLIN3",3,1,0,0,"NotAge"
"1628","PLOD1",1,1,4,2,"NotAge"
"1629","PLPP1",1,1,6,2,"NotAge"
"1630","PLPP3",1,1,6,2,"NotAge"
"1631","PLPPR2",1,1,0,0,"NotAge"
"1632","PMEPA1",1,1,0,0,"NotAge"
"1633","PMFBP1",2,1,0,0,"NotAge"
"1634","PMS2P1",3,1,0,0,"NotAge"
"1635","PMS2P7",3,2,0,0,"NotAge"
"1636","PMS2P8",3,2,0,0,"NotAge"
"1637","PMVK",2,1,0,0,"NotAge"
"1638","PNPLA6",1,1,5,3,"NotAge"
"1639","POLR1G",5,1,0,0,"NotAge"
"1640","POLR3C",1,1,0,0,"NotAge"
"1641","POM121",3,2,0,0,"NotAge"
"1642","POM121L2",10,5,0,0,"NotAge"
"1643","POM121L6P",8,5,0,0,"NotAge"
"1644","POMC",1,1,9,4,"NotAge"
"1645","POMT1",2,1,0,0,"NotAge"
"1646","POU2F1",2,1,1,1,"NotAge"
"1647","POU2F3",1,1,1,1,"NotAge"
"1648","PP2D1",1,1,0,0,"NotAge"
"1649","PPARG",5,2,2,1,"Age"
"1650","PPAT",1,1,3,1,"NotAge"
"1651","PPCDC",2,2,0,0,"NotAge"
"1652","PPFIA3",4,2,0,0,"NotAge"
"1653","PPFIA4",1,1,0,0,"NotAge"
"1654","PPIAP38",1,1,0,0,"NotAge"
"1655","PPIAP43",1,1,0,0,"NotAge"
"1656","PPL",1,1,0,0,"NotAge"
"1657","PPM1B",4,2,0,0,"NotAge"
"1658","PPM1B-DT",3,2,0,0,"NotAge"
"1659","PPM1G",1,1,0,0,"NotAge"
"1660","PPM1N",1,1,0,0,"NotAge"
"1661","PPP1CC",1,1,10,4,"NotAge"
"1662","PPP1R13B",1,1,0,0,"NotAge"
"1663","PPP1R13L",5,1,0,0,"NotAge"
"1664","PPP1R14B",1,1,0,0,"NotAge"
"1665","PPP1R14B-AS1",1,1,0,0,"NotAge"
"1666","PPP1R37",2,1,0,0,"NotAge"
"1667","PPP1R3B",2,2,2,2,"NotAge"
"1668","PPP2R1B",1,1,6,2,"NotAge"
"1669","PPP2R2C",2,1,6,2,"NotAge"
"1670","PPP2R3A",2,1,3,2,"NotAge"
"1671","PPP5C",2,1,0,0,"NotAge"
"1672","PPP6R2",1,1,0,0,"NotAge"
"1673","PPTC7",1,1,0,0,"NotAge"
"1674","PRAG1",2,1,0,0,"NotAge"
"1675","PRAM1",1,1,0,0,"NotAge"
"1676","PRCC",2,1,0,0,"NotAge"
"1677","PRDM16",1,1,4,2,"NotAge"
"1678","PRDM5",2,1,0,0,"NotAge"
"1679","PRDX5",1,1,0,0,"NotAge"
"1680","PRELID1P1",1,1,0,0,"NotAge"
"1681","PRELID1P2",6,3,0,0,"NotAge"
"1682","PRELID1P3",1,1,0,0,"NotAge"
"1683","PREPL",3,1,0,0,"NotAge"
"1684","PRKAA2",1,1,7,4,"NotAge"
"1685","PRKCD",1,1,11,3,"Age"
"1686","PRKCE",1,1,6,4,"NotAge"
"1687","PRKCH",1,1,1,1,"NotAge"
"1688","PRKCQ",2,1,6,2,"NotAge"
"1689","PRKG2",2,1,9,5,"NotAge"
"1690","PRKG2-AS1",2,1,0,0,"NotAge"
"1691","PRKN",5,1,6,2,"NotAge"
"1692","PRKRIP1",1,1,0,0,"NotAge"
"1693","PRMT7",1,1,0,0,"NotAge"
"1694","PRR14L",1,1,0,0,"NotAge"
"1695","PRR33",1,1,0,0,"NotAge"
"1696","PRRC2B",2,1,0,0,"NotAge"
"1697","PRSS16",9,5,0,0,"NotAge"
"1698","PRSS48",2,1,0,0,"NotAge"
"1699","PRSS51",1,1,0,0,"NotAge"
"1700","PRSS52P",1,1,0,0,"NotAge"
"1701","PRSS55",1,1,0,0,"NotAge"
"1702","PSAT1P2",3,1,0,0,"NotAge"
"1703","PSMC3",3,1,5,1,"NotAge"
"1704","PSMD12",1,1,5,1,"NotAge"
"1705","PSMD9",1,1,5,1,"NotAge"
"1706","PSTK",1,1,0,0,"NotAge"
"1707","PTCSC2",2,1,0,0,"NotAge"
"1708","PTPMT1",2,1,0,0,"NotAge"
"1709","PTPN11",4,2,8,3,"Age"
"1710","PTPN2",3,1,3,1,"NotAge"
"1711","PTPN22",3,1,0,0,"NotAge"
"1712","PTPN9",1,1,0,0,"NotAge"
"1713","PTPRJ",3,1,0,0,"NotAge"
"1714","PTPRJ-AS1",1,1,0,0,"NotAge"
"1715","PTPRT",5,2,0,0,"NotAge"
"1716","PVR",1,1,0,0,"NotAge"
"1717","PVRIG",1,1,0,0,"NotAge"
"1718","PVRIG2P",1,1,0,0,"NotAge"
"1719","PVT1",2,1,0,0,"NotAge"
"1720","PXK",1,1,0,0,"NotAge"
"1721","PXMP4",2,1,0,0,"NotAge"
"1722","PYGL",1,1,3,2,"NotAge"
"1723","PYGO2",2,1,0,0,"NotAge"
"1724","QPCTL",1,1,0,0,"NotAge"
"1725","QSOX2",4,1,0,0,"NotAge"
"1726","QTRT1",1,1,0,0,"NotAge"
"1727","RAB13",1,1,0,0,"NotAge"
"1728","RAB3D",1,1,0,0,"NotAge"
"1729","RAB5A",1,1,1,1,"NotAge"
"1730","RAB6B",1,1,0,0,"NotAge"
"1731","RAD51B",3,1,0,0,"NotAge"
"1732","RAD9B",1,1,0,0,"NotAge"
"1733","RAF1",1,1,7,4,"NotAge"
"1734","RAF1P1",2,1,0,0,"NotAge"
"1735","RALGPS1",2,1,0,0,"NotAge"
"1736","RANBP10",1,1,0,0,"NotAge"
"1737","RAPGEF1",2,1,2,1,"NotAge"
"1738","RAPH1",1,1,0,0,"NotAge"
"1739","RAPSN",3,1,0,0,"NotAge"
"1740","RARA",3,1,5,2,"NotAge"
"1741","RARA-AS1",3,1,0,0,"NotAge"
"1742","RASAL1",4,2,0,0,"NotAge"
"1743","RASGRF1",2,1,5,3,"NotAge"
"1744","RBBP4P1",1,1,0,0,"NotAge"
"1745","RBBP8NL",3,2,0,0,"NotAge"
"1746","RBFOX3",1,1,0,0,"NotAge"
"1747","RBKS",3,2,0,0,"NotAge"
"1748","RBL2",1,1,7,3,"NotAge"
"1749","RBM15",2,1,0,0,"NotAge"
"1750","RBM15-AS1",1,1,0,0,"NotAge"
"1751","RBM17",3,1,0,0,"NotAge"
"1752","RBMS1",3,1,0,0,"NotAge"
"1753","RBMS1P1",1,1,0,0,"NotAge"
"1754","RBMS2",1,1,0,0,"NotAge"
"1755","RBMS3",1,1,0,0,"NotAge"
"1756","RDM1P1",3,2,0,0,"NotAge"
"1757","REEP1",1,1,0,0,"NotAge"
"1758","REEP3",1,1,0,0,"NotAge"
"1759","RELB",1,1,3,1,"NotAge"
"1760","RERE",4,2,0,0,"NotAge"
"1761","RERE-AS1",2,1,0,0,"NotAge"
"1762","RFPL1",1,1,0,0,"NotAge"
"1763","RFPL1S",1,1,0,0,"NotAge"
"1764","RFT1",2,2,0,0,"NotAge"
"1765","RGL3",1,1,0,0,"NotAge"
"1766","RGS12",2,1,0,0,"NotAge"
"1767","RHBDD1",1,1,0,0,"NotAge"
"1768","RHCE",2,1,0,0,"NotAge"
"1769","RHD",2,2,0,0,"NotAge"
"1770","RIPOR1",2,1,0,0,"NotAge"
"1771","RITA1",4,2,0,0,"NotAge"
"1772","RLIMP2",1,1,0,0,"NotAge"
"1773","RN7SKP100",1,1,0,0,"NotAge"
"1774","RN7SKP167",1,1,0,0,"NotAge"
"1775","RN7SKP244",1,1,0,0,"NotAge"
"1776","RN7SKP273",1,1,0,0,"NotAge"
"1777","RN7SKP66",5,2,0,0,"NotAge"
"1778","RN7SKP68",1,1,0,0,"NotAge"
"1779","RN7SKP71",4,2,0,0,"NotAge"
"1780","RN7SKP78",3,1,0,0,"NotAge"
"1781","RN7SKP87",3,1,0,0,"NotAge"
"1782","RN7SKP95",1,1,0,0,"NotAge"
"1783","RN7SL128P",1,1,0,0,"NotAge"
"1784","RN7SL159P",1,1,0,0,"NotAge"
"1785","RN7SL178P",2,1,0,0,"NotAge"
"1786","RN7SL192P",2,1,0,0,"NotAge"
"1787","RN7SL198P",1,1,0,0,"NotAge"
"1788","RN7SL219P",1,1,0,0,"NotAge"
"1789","RN7SL222P",1,1,0,0,"NotAge"
"1790","RN7SL26P",4,2,0,0,"NotAge"
"1791","RN7SL270P",1,1,0,0,"NotAge"
"1792","RN7SL293P",2,1,0,0,"NotAge"
"1793","RN7SL301P",1,1,0,0,"NotAge"
"1794","RN7SL321P",1,1,0,0,"NotAge"
"1795","RN7SL327P",1,1,0,0,"NotAge"
"1796","RN7SL377P",1,1,0,0,"NotAge"
"1797","RN7SL385P",2,1,0,0,"NotAge"
"1798","RN7SL405P",1,1,0,0,"NotAge"
"1799","RN7SL455P",3,1,0,0,"NotAge"
"1800","RN7SL480P",1,1,0,0,"NotAge"
"1801","RN7SL489P",1,1,0,0,"NotAge"
"1802","RN7SL531P",3,2,0,0,"NotAge"
"1803","RN7SL625P",2,2,0,0,"NotAge"
"1804","RN7SL634P",1,1,0,0,"NotAge"
"1805","RN7SL652P",2,1,0,0,"NotAge"
"1806","RN7SL664P",1,1,0,0,"NotAge"
"1807","RN7SL670P",1,1,0,0,"NotAge"
"1808","RN7SL681P",1,1,0,0,"NotAge"
"1809","RN7SL684P",1,1,0,0,"NotAge"
"1810","RN7SL756P",1,1,0,0,"NotAge"
"1811","RN7SL802P",1,1,0,0,"NotAge"
"1812","RN7SL814P",1,1,0,0,"NotAge"
"1813","RN7SL833P",1,1,0,0,"NotAge"
"1814","RN7SL836P",2,1,0,0,"NotAge"
"1815","RNA5SP109",1,1,0,0,"NotAge"
"1816","RNA5SP110",1,1,0,0,"NotAge"
"1817","RNA5SP111",1,1,0,0,"NotAge"
"1818","RNA5SP122",1,1,0,0,"NotAge"
"1819","RNA5SP123",2,2,0,0,"NotAge"
"1820","RNA5SP154",1,1,0,0,"NotAge"
"1821","RNA5SP155",2,1,0,0,"NotAge"
"1822","RNA5SP188",1,1,0,0,"NotAge"
"1823","RNA5SP217",1,1,0,0,"NotAge"
"1824","RNA5SP240",2,1,0,0,"NotAge"
"1825","RNA5SP242",1,1,0,0,"NotAge"
"1826","RNA5SP243",1,1,0,0,"NotAge"
"1827","RNA5SP252",1,1,0,0,"NotAge"
"1828","RNA5SP267",1,1,0,0,"NotAge"
"1829","RNA5SP28",1,1,0,0,"NotAge"
"1830","RNA5SP340",1,1,0,0,"NotAge"
"1831","RNA5SP373",3,1,0,0,"NotAge"
"1832","RNA5SP405",1,1,0,0,"NotAge"
"1833","RNA5SP443",2,1,0,0,"NotAge"
"1834","RNA5SP447",1,1,0,0,"NotAge"
"1835","RNA5SP454",1,1,0,0,"NotAge"
"1836","RNA5SP49",1,1,0,0,"NotAge"
"1837","RNA5SP66",2,1,0,0,"NotAge"
"1838","RNA5SP76",1,1,0,0,"NotAge"
"1839","RNA5SP79",1,1,0,0,"NotAge"
"1840","RNF115",1,1,0,0,"NotAge"
"1841","RNF141",1,1,0,0,"NotAge"
"1842","RNF146",1,1,0,0,"NotAge"
"1843","RNF152P1",2,1,0,0,"NotAge"
"1844","RNF17",3,1,0,0,"NotAge"
"1845","RNF186",1,1,0,0,"NotAge"
"1846","RNF215",2,1,0,0,"NotAge"
"1847","RNF34",7,3,0,0,"NotAge"
"1848","RNF44",1,1,0,0,"NotAge"
"1849","RNU1-123P",2,1,0,0,"NotAge"
"1850","RNU1-36P",2,1,0,0,"NotAge"
"1851","RNU1-96P",1,1,0,0,"NotAge"
"1852","RNU1-98P",1,1,0,0,"NotAge"
"1853","RNU2-1",1,1,0,0,"NotAge"
"1854","RNU2-15P",2,1,0,0,"NotAge"
"1855","RNU2-43P",1,1,0,0,"NotAge"
"1856","RNU2-45P",9,5,0,0,"NotAge"
"1857","RNU2-48P",1,1,0,0,"NotAge"
"1858","RNU2-62P",2,2,0,0,"NotAge"
"1859","RNU5E-1",1,1,0,0,"NotAge"
"1860","RNU5E-10P",2,1,0,0,"NotAge"
"1861","RNU5E-4P",1,1,0,0,"NotAge"
"1862","RNU6-1083P",1,1,0,0,"NotAge"
"1863","RNU6-1084P",2,1,0,0,"NotAge"
"1864","RNU6-1151P",1,1,0,0,"NotAge"
"1865","RNU6-1153P",1,1,0,0,"NotAge"
"1866","RNU6-1158P",1,1,0,0,"NotAge"
"1867","RNU6-1169P",1,1,0,0,"NotAge"
"1868","RNU6-121P",1,1,0,0,"NotAge"
"1869","RNU6-1262P",1,1,0,0,"NotAge"
"1870","RNU6-1281P",1,1,0,0,"NotAge"
"1871","RNU6-1282P",2,1,0,0,"NotAge"
"1872","RNU6-1284P",1,1,0,0,"NotAge"
"1873","RNU6-1306P",1,1,0,0,"NotAge"
"1874","RNU6-1330P",2,1,0,0,"NotAge"
"1875","RNU6-141P",1,1,0,0,"NotAge"
"1876","RNU6-197P",1,1,0,0,"NotAge"
"1877","RNU6-227P",1,1,0,0,"NotAge"
"1878","RNU6-238P",1,1,0,0,"NotAge"
"1879","RNU6-239P",1,1,0,0,"NotAge"
"1880","RNU6-260P",1,1,0,0,"NotAge"
"1881","RNU6-289P",1,1,0,0,"NotAge"
"1882","RNU6-33P",1,1,0,0,"NotAge"
"1883","RNU6-342P",1,1,0,0,"NotAge"
"1884","RNU6-343P",1,1,0,0,"NotAge"
"1885","RNU6-377P",1,1,0,0,"NotAge"
"1886","RNU6-398P",1,1,0,0,"NotAge"
"1887","RNU6-463P",2,1,0,0,"NotAge"
"1888","RNU6-471P",8,5,0,0,"NotAge"
"1889","RNU6-474P",1,1,0,0,"NotAge"
"1890","RNU6-502P",6,4,0,0,"NotAge"
"1891","RNU6-526P",2,1,0,0,"NotAge"
"1892","RNU6-53P",1,1,0,0,"NotAge"
"1893","RNU6-550P",1,1,0,0,"NotAge"
"1894","RNU6-564P",1,1,0,0,"NotAge"
"1895","RNU6-566P",1,1,0,0,"NotAge"
"1896","RNU6-611P",1,1,0,0,"NotAge"
"1897","RNU6-627P",1,1,0,0,"NotAge"
"1898","RNU6-635P",1,1,0,0,"NotAge"
"1899","RNU6-658P",2,1,0,0,"NotAge"
"1900","RNU6-682P",1,1,0,0,"NotAge"
"1901","RNU6-729P",1,1,0,0,"NotAge"
"1902","RNU6-758P",1,1,0,0,"NotAge"
"1903","RNU6-769P",1,1,0,0,"NotAge"
"1904","RNU6-788P",1,1,0,0,"NotAge"
"1905","RNU6-856P",1,1,0,0,"NotAge"
"1906","RNU6-869P",2,1,0,0,"NotAge"
"1907","RNU6-907P",1,1,0,0,"NotAge"
"1908","RNU6-911P",1,1,0,0,"NotAge"
"1909","RNU6-921P",3,1,0,0,"NotAge"
"1910","RNU6-922P",1,1,0,0,"NotAge"
"1911","RNU6-924P",2,1,0,0,"NotAge"
"1912","RNU6-97P",1,1,0,0,"NotAge"
"1913","RNU6-986P",1,1,0,0,"NotAge"
"1914","RNU6-996P",1,1,0,0,"NotAge"
"1915","RNU6ATAC16P",1,1,0,0,"NotAge"
"1916","RNU6ATAC22P",2,1,0,0,"NotAge"
"1917","RNU7-105P",1,1,0,0,"NotAge"
"1918","RNU7-128P",1,1,0,0,"NotAge"
"1919","RNU7-140P",2,1,0,0,"NotAge"
"1920","RNU7-170P",1,1,0,0,"NotAge"
"1921","RNU7-186P",2,1,0,0,"NotAge"
"1922","RNU7-26P",7,4,0,0,"NotAge"
"1923","RNU7-28P",1,1,0,0,"NotAge"
"1924","RNU7-52P",1,1,0,0,"NotAge"
"1925","RNU7-55P",1,1,0,0,"NotAge"
"1926","RNY4P16",1,1,0,0,"NotAge"
"1927","RNY4P36",1,1,0,0,"NotAge"
"1928","RNY4P6",5,2,0,0,"NotAge"
"1929","RP1L1",1,1,0,0,"NotAge"
"1930","RPAP1",1,1,0,0,"NotAge"
"1931","RPH3A",4,2,0,0,"NotAge"
"1932","RPL10A",1,1,0,0,"NotAge"
"1933","RPL10P19",1,1,0,0,"NotAge"
"1934","RPL10P2",8,4,0,0,"NotAge"
"1935","RPL12P13",3,2,0,0,"NotAge"
"1936","RPL12P16",1,1,0,0,"NotAge"
"1937","RPL12P19",2,1,0,0,"NotAge"
"1938","RPL12P47",1,1,0,0,"NotAge"
"1939","RPL13AP20",1,1,0,0,"NotAge"
"1940","RPL13AP23",1,1,0,0,"NotAge"
"1941","RPL13P4",1,1,0,0,"NotAge"
"1942","RPL15P13",1,1,0,0,"NotAge"
"1943","RPL17P35",1,1,0,0,"NotAge"
"1944","RPL17P46",1,1,0,0,"NotAge"
"1945","RPL19P13",2,1,0,0,"NotAge"
"1946","RPL21P37",3,1,0,0,"NotAge"
"1947","RPL21P43",1,1,0,0,"NotAge"
"1948","RPL21P90",1,1,0,0,"NotAge"
"1949","RPL22P3",1,1,0,0,"NotAge"
"1950","RPL23AP36",1,1,0,0,"NotAge"
"1951","RPL23AP85",1,1,0,0,"NotAge"
"1952","RPL23P4",2,1,0,0,"NotAge"
"1953","RPL27AP5",2,1,0,0,"NotAge"
"1954","RPL29P11",1,1,0,0,"NotAge"
"1955","RPL29P7",1,1,0,0,"NotAge"
"1956","RPL31P2",2,1,0,0,"NotAge"
"1957","RPL32P23",3,1,0,0,"NotAge"
"1958","RPL32P30",1,1,0,0,"NotAge"
"1959","RPL32P6",3,2,0,0,"NotAge"
"1960","RPL35P4",1,1,0,0,"NotAge"
"1961","RPL36AP45",1,1,0,0,"NotAge"
"1962","RPL36AP55",1,1,0,0,"NotAge"
"1963","RPL39P31",2,1,0,0,"NotAge"
"1964","RPL39P38",2,1,0,0,"NotAge"
"1965","RPL6",4,2,0,0,"NotAge"
"1966","RPL7AP31",1,1,0,0,"NotAge"
"1967","RPL7AP50",2,1,0,0,"NotAge"
"1968","RPL7AP60",4,2,0,0,"NotAge"
"1969","RPL7P14",1,1,0,0,"NotAge"
"1970","RPL7P61",3,1,0,0,"NotAge"
"1971","RPL8P1",7,4,0,0,"NotAge"
"1972","RPLP0P2",4,2,0,0,"NotAge"
"1973","RPLP2P1",9,6,0,0,"NotAge"
"1974","RPP14",1,1,0,0,"NotAge"
"1975","RPS10P14",2,1,0,0,"NotAge"
"1976","RPS10P20",1,1,0,0,"NotAge"
"1977","RPS10P27",1,1,0,0,"NotAge"
"1978","RPS12P20",1,1,0,0,"NotAge"
"1979","RPS15AP32",4,2,0,0,"NotAge"
"1980","RPS16P9",2,1,0,0,"NotAge"
"1981","RPS17P7",1,1,0,0,"NotAge"
"1982","RPS20P15",1,1,0,0,"NotAge"
"1983","RPS23P7",1,1,0,0,"NotAge"
"1984","RPS26P8",3,2,0,0,"NotAge"
"1985","RPS27",1,1,0,0,"NotAge"
"1986","RPS29P32",3,1,0,0,"NotAge"
